year,city,party,mention_count
1990,Imatra,Vihreä liitto,1
1990,Imatra,Suomen ruotsalainen kansanpuolue,1
1990,Imatra,Vasemmistoliitto,1
1990,Raahe,Kansallinen Kokoomus,1
1990,Tornio,Suomen Keskusta,5
1990,Tornio,Suomen Kansan Demokraattinen Liitto,2
1990,Tornio,Suomen Maaseudun Puolue,1
1990,Tornio,Suomen Sosialidemokraattinen Puolue,1
1990,Iisalmi,Suomen Keskusta,1
1990,Iisalmi,Suomen Sosialidemokraattinen Puolue,1
1990,Valkeakoski,Suomen Kansan Demokraattinen Liitto,4
1990,Valkeakoski,Suomen Sosialidemokraattinen Puolue,9
1990,Valkeakoski,Suomen Keskusta,9
1990,Valkeakoski,Kansallinen Kokoomus,1
1990,Valkeakoski,Suomen Maaseudun Puolue,3
1990,Kurikka,Suomen Kansan Demokraattinen Liitto,1
1990,Kurikka,Suomen Keskusta,1
1990,Kemi,Suomen Keskusta,6
1990,Kemi,Vihreä liitto,2
1990,Kemi,Suomen Kansan Demokraattinen Liitto,2
1990,Kemi,Vasemmistoliitto,3
1990,Kemi,Suomen Sosialidemokraattinen Puolue,2
1990,Kemi,Kansallinen Kokoomus,2
1990,Kemi,Demokraattinen Vaihtoehto,1
1990,Varkaus,Suomen Sosialidemokraattinen Puolue,6
1990,Varkaus,Kansallinen Kokoomus,2
1990,Varkaus,Suomen Keskusta,1
1990,Jämsä,Suomen Sosialidemokraattinen Puolue,1
1990,Jämsä,Vasemmistoliitto,1
1990,Hamina,Perussuomalaiset,1
1990,Hamina,Suomen Sosialidemokraattinen Puolue,4
1990,Hamina,Kansallinen Kokoomus,1
1990,Äänekoski,Perussuomalaiset,1
1990,Äänekoski,Vasemmistoliitto,1
1990,Äänekoski,Vihreä liitto,1
1990,Heinola,Suomen Sosialidemokraattinen Puolue,1
1990,Heinola,Suomen Kristillisdemokraatit,1
1990,Pieksämäki,Kansallinen Kokoomus,1
1990,Pieksämäki,Suomen Keskusta,1
1990,Forssa,Vasemmistoliitto,1
1990,Forssa,Kansallinen Kokoomus,1
1990,Forssa,Suomen Keskusta,2
1990,Forssa,Suomen Sosialidemokraattinen Puolue,3
1990,Forssa,Suomen Kansan Demokraattinen Liitto,1
1990,Orimattila,Suomen Keskusta,1
1990,Loimaa,Suomen Maaseudun Puolue,1
1990,Loimaa,Suomen Keskusta,2
1990,Loimaa,Suomen Kansan Demokraattinen Liitto,1
1990,Ylivieska,Suomen Keskusta,1
1990,Ylivieska,Kansallinen Kokoomus,2
1990,Ylivieska,Suomen Kansan Demokraattinen Liitto,1
1990,Kuusamo,Vihreä liitto,2
1990,Kuusamo,Suomen Keskusta,7
1990,Kuusamo,Kansallinen Kokoomus,2
1990,Kuusamo,Suomen Sosialidemokraattinen Puolue,1
1990,Parainen,Suomen ruotsalainen kansanpuolue,1
1990,Loviisa,Kansallinen Kokoomus,5
1990,Loviisa,Suomen ruotsalainen kansanpuolue,4
1990,Loviisa,Suomen Maaseudun Puolue,2
1990,Loviisa,Suomen Sosialidemokraattinen Puolue,3
1990,Loviisa,Suomen Keskusta,1
1990,Loviisa,Vihreä liitto,1
1990,Lapua,Vihreä liitto,2
1990,Kankaanpää,Perussuomalaiset,1
1990,Kankaanpää,Suomen Keskusta,4
1990,Kankaanpää,Suomen Sosialidemokraattinen Puolue,3
1990,Maarianhamina,Vasemmistoliitto,1
1990,Maarianhamina,Kansallinen Kokoomus,2
1990,Maarianhamina,Suomen Sosialidemokraattinen Puolue,1
1990,Maarianhamina,Suomen Kansan Demokraattinen Liitto,1
1990,Alavus,Kansallinen Kokoomus,1
1990,Paimio,Suomen Sosialidemokraattinen Puolue,1
1990,Lieksa,Kansallinen Kokoomus,1
1990,Lieksa,Suomen Sosialidemokraattinen Puolue,3
1990,Lieksa,Suomen Keskusta,2
1990,Kauniainen,Vihreä liitto,2
1990,Kauniainen,Suomen Keskusta,1
1990,Kauniainen,Vasemmistoliitto,1
1990,Kitee,Suomen Keskusta,3
1990,Kitee,Kansallinen Kokoomus,1
1990,Huittinen,Kansallinen Kokoomus,1
1990,Nurmes,Suomen Keskusta,2
1990,Saarijärvi,Suomen Sosialidemokraattinen Puolue,1
1990,Orivesi,Suomen Kansan Demokraattinen Liitto,2
1990,Karkkila,Kansallinen Kokoomus,1
1990,Hanko,Suomen Sosialidemokraattinen Puolue,6
1990,Hanko,Vasemmistoliitto,3
1990,Hanko,Suomen Keskusta,2
1990,Hanko,Vihreä liitto,1
1990,Kuhmo,Kansallinen Kokoomus,3
1990,Kuhmo,Perussuomalaiset,2
1990,Kuhmo,Vihreä liitto,2
1990,Kuhmo,Suomen Keskusta,2
1990,Kiuruvesi,Suomen Maaseudun Puolue,1
1990,Kiuruvesi,Vihreä liitto,1
1990,Pudasjärvi,Suomen Keskusta,6
1990,Kemijärvi,Kansallinen Kokoomus,2
1990,Kemijärvi,Suomen Sosialidemokraattinen Puolue,1
1990,Kemijärvi,Suomen Keskusta,2
1990,Kokemäki,Suomen Maaseudun Puolue,1
1990,Kokemäki,Suomen Sosialidemokraattinen Puolue,2
1990,Kokemäki,Kansallinen Kokoomus,2
1990,Haapajärvi,Kansallinen Kokoomus,1
1990,Haapajärvi,Suomen ruotsalainen kansanpuolue,1
1990,Haapajärvi,Suomen Keskusta,1
1990,Ikaalinen,Suomen Maaseudun Puolue,2
1990,Ikaalinen,Suomen Keskusta,1
1990,Harjavalta,Kansallinen Kokoomus,1
1990,Harjavalta,Vihreä liitto,1
1990,Haapavesi,Suomen Keskusta,1
1990,Haapavesi,Kansallinen Kokoomus,3
1990,Haapavesi,Vihreä liitto,1
1990,Outokumpu,Demokraattinen Vaihtoehto,1
1990,Outokumpu,Suomen Keskusta,3
1990,Outokumpu,Suomen Kansan Demokraattinen Liitto,3
1990,Outokumpu,Suomen Sosialidemokraattinen Puolue,4
1990,Outokumpu,Kansallinen Kokoomus,4
1990,Outokumpu,Vihreä liitto,2
1990,Outokumpu,Vasemmistoliitto,2
1990,Parkano,Perussuomalaiset,2
1990,Parkano,Suomen Kansan Demokraattinen Liitto,1
1990,Parkano,Vasemmistoliitto,1
1990,Parkano,Suomen Sosialidemokraattinen Puolue,1
1990,Viitasaari,Suomen Kristillisdemokraatit,1
1990,Pyhäjärvi,Suomen Sosialidemokraattinen Puolue,6
1990,Pyhäjärvi,Suomen Keskusta,1
1990,Pyhäjärvi,Suomen ruotsalainen kansanpuolue,1
1990,Kaskinen,Vihreä liitto,1
1994,Helsinki,Perussuomalaiset,4
1994,Helsinki,Suomen Sosialidemokraattinen Puolue,49
1994,Helsinki,Suomen Keskusta,65
1994,Helsinki,Vasemmistoliitto,35
1994,Helsinki,Suomen Kristillisdemokraatit,19
1994,Helsinki,Vihreä liitto,30
1994,Helsinki,Kansallinen Kokoomus,48
1994,Helsinki,Suomen Kansan Demokraattinen Liitto,18
1994,Helsinki,Suomen ruotsalainen kansanpuolue,11
1994,Helsinki,Suomen Maaseudun Puolue,3
1994,Espoo,Suomen Sosialidemokraattinen Puolue,3
1994,Espoo,Kansallinen Kokoomus,6
1994,Espoo,Vasemmistoliitto,3
1994,Espoo,Suomen Keskusta,6
1994,Espoo,Suomen ruotsalainen kansanpuolue,3
1994,Espoo,Vihreä liitto,1
1994,Espoo,Suomen Kansan Demokraattinen Liitto,1
1994,Espoo,Suomen Kristillisdemokraatit,1
1994,Tampere,Suomen Keskusta,25
1994,Tampere,Suomen Kansan Demokraattinen Liitto,21
1994,Tampere,Suomen Sosialidemokraattinen Puolue,17
1994,Tampere,Suomen ruotsalainen kansanpuolue,3
1994,Tampere,Kansallinen Kokoomus,15
1994,Tampere,Vihreä liitto,3
1994,Tampere,Vasemmistoliitto,4
1994,Tampere,Perussuomalaiset,3
1994,Tampere,Suomen Kristillisdemokraatit,3
1994,Tampere,Suomen Maaseudun Puolue,1
1994,Vantaa,Kansallinen Kokoomus,6
1994,Vantaa,Suomen Sosialidemokraattinen Puolue,4
1994,Vantaa,Vasemmistoliitto,4
1994,Vantaa,Suomen Keskusta,6
1994,Vantaa,Suomen Kristillisdemokraatit,2
1994,Vantaa,Vihreä liitto,4
1994,Vantaa,Suomen ruotsalainen kansanpuolue,2
1994,Oulu,Suomen Sosialidemokraattinen Puolue,18
1994,Oulu,Perussuomalaiset,2
1994,Oulu,Vihreä liitto,11
1994,Oulu,Vasemmistoliitto,8
1994,Oulu,Suomen Keskusta,22
1994,Oulu,Suomen Maaseudun Puolue,2
1994,Oulu,Suomen Kansan Demokraattinen Liitto,7
1994,Oulu,Kansallinen Kokoomus,3
1994,Oulu,Suomen ruotsalainen kansanpuolue,1
1994,Oulu,Suomen Kristillisdemokraatit,1
1994,Turku,Suomen Keskusta,13
1994,Turku,Suomen Sosialidemokraattinen Puolue,20
1994,Turku,Suomen Kansan Demokraattinen Liitto,26
1994,Turku,Vasemmistoliitto,2
1994,Turku,Suomen Kristillisdemokraatit,4
1994,Turku,Kansallinen Kokoomus,12
1994,Turku,Suomen ruotsalainen kansanpuolue,5
1994,Turku,Suomen Maaseudun Puolue,2
1994,Turku,Vihreä liitto,2
1994,Turku,Ahvenanmaan liberaalit,2
1994,Jyväskylä,Vasemmistoliitto,3
1994,Jyväskylä,Suomen Sosialidemokraattinen Puolue,5
1994,Jyväskylä,Suomen Maaseudun Puolue,2
1994,Jyväskylä,Suomen Kristillisdemokraatit,3
1994,Jyväskylä,Kansallinen Kokoomus,1
1994,Jyväskylä,Suomen Keskusta,5
1994,Jyväskylä,Vihreä liitto,1
1994,Kuopio,Suomen Kansan Demokraattinen Liitto,5
1994,Kuopio,Suomen Keskusta,8
1994,Kuopio,Kansallinen Kokoomus,11
1994,Kuopio,Suomen Sosialidemokraattinen Puolue,19
1994,Kuopio,Vasemmistoliitto,5
1994,Kuopio,Suomen Maaseudun Puolue,3
1994,Kuopio,Vihreä liitto,2
1994,Kuopio,Suomen Kristillisdemokraatit,1
1994,Lahti,Suomen Kansan Demokraattinen Liitto,2
1994,Lahti,Suomen Keskusta,8
1994,Lahti,Suomen Sosialidemokraattinen Puolue,6
1994,Lahti,Suomen ruotsalainen kansanpuolue,1
1994,Lahti,Vasemmistoliitto,1
1994,Lahti,Kansallinen Kokoomus,1
1994,Pori,Suomen Kansan Demokraattinen Liitto,5
1994,Pori,Suomen Sosialidemokraattinen Puolue,4
1994,Pori,Suomen Keskusta,1
1994,Pori,Vihreä liitto,1
1994,Kouvola,Suomen Sosialidemokraattinen Puolue,3
1994,Kouvola,Suomen ruotsalainen kansanpuolue,1
1994,Kouvola,Suomen Keskusta,2
1994,Kouvola,Kansallinen Kokoomus,2
1994,Joensuu,Vihreä liitto,2
1994,Joensuu,Suomen Kansan Demokraattinen Liitto,2
1994,Joensuu,Suomen Keskusta,4
1994,Joensuu,Suomen Kristillisdemokraatit,2
1994,Joensuu,Suomen Sosialidemokraattinen Puolue,5
1994,Joensuu,Suomen Maaseudun Puolue,1
1994,Lappeenranta,Suomen Kansan Demokraattinen Liitto,1
1994,Lappeenranta,Suomen Keskusta,3
1994,Lappeenranta,Suomen Kristillisdemokraatit,1
1994,Lappeenranta,Vihreä liitto,1
1994,Lappeenranta,Kansallinen Kokoomus,1
1994,Hämeenlinna,Suomen Keskusta,6
1994,Hämeenlinna,Suomen Sosialidemokraattinen Puolue,2
1994,Hämeenlinna,Kansallinen Kokoomus,1
1994,Hämeenlinna,Perussuomalaiset,1
1994,Hämeenlinna,Vihreä liitto,2
1994,Hämeenlinna,Suomen Kansan Demokraattinen Liitto,1
1994,Vaasa,Suomen ruotsalainen kansanpuolue,3
1994,Vaasa,Suomen Keskusta,4
1994,Vaasa,Vihreä liitto,2
1994,Vaasa,Suomen Kansan Demokraattinen Liitto,2
1994,Vaasa,Kansallinen Kokoomus,3
1994,Vaasa,Suomen Kristillisdemokraatit,1
1994,Seinäjoki,Suomen Keskusta,1
1994,Seinäjoki,Suomen Sosialidemokraattinen Puolue,1
1994,Rovaniemi,Suomen Keskusta,2
1994,Rovaniemi,Suomen Kansan Demokraattinen Liitto,1
1994,Rovaniemi,Vihreä liitto,2
1994,Rovaniemi,Suomen Kristillisdemokraatit,1
1994,Rovaniemi,Suomen Sosialidemokraattinen Puolue,3
1994,Rovaniemi,Suomen Maaseudun Puolue,1
1994,Rovaniemi,Vasemmistoliitto,2
1994,Mikkeli,Vihreä liitto,2
1994,Mikkeli,Suomen Sosialidemokraattinen Puolue,3
1994,Mikkeli,Suomen Keskusta,4
1994,Kotka,Kansallinen Kokoomus,2
1994,Kotka,Suomen Sosialidemokraattinen Puolue,4
1994,Kotka,Suomen Keskusta,4
1994,Kotka,Vihreä liitto,1
1994,Salo,Kansallinen Kokoomus,1
1994,Salo,Vasemmistoliitto,1
1994,Salo,Suomen Kansan Demokraattinen Liitto,1
1994,Salo,Suomen Sosialidemokraattinen Puolue,1
1994,Porvoo,Suomen ruotsalainen kansanpuolue,1
1994,Porvoo,Suomen Sosialidemokraattinen Puolue,2
1994,Porvoo,Suomen Maaseudun Puolue,1
1994,Kokkola,Suomen Kristillisdemokraatit,1
1994,Kokkola,Vihreä liitto,1
1994,Hyvinkää,Kansallinen Kokoomus,3
1994,Lohja,Kansallinen Kokoomus,2
1994,Lohja,Vihreä liitto,1
1994,Järvenpää,Kansallinen Kokoomus,1
1994,Järvenpää,Suomen Sosialidemokraattinen Puolue,2
1994,Rauma,Vasemmistoliitto,1
1994,Rauma,Suomen Sosialidemokraattinen Puolue,5
1994,Rauma,Suomen Keskusta,4
1994,Rauma,Suomen Kansan Demokraattinen Liitto,1
1994,Rauma,Kansallinen Kokoomus,2
1994,Kerava,Suomen Sosialidemokraattinen Puolue,2
1994,Kerava,Suomen Keskusta,2
1994,Kerava,Kansallinen Kokoomus,1
1994,Kajaani,Vasemmistoliitto,2
1994,Kajaani,Suomen Keskusta,4
1994,Kajaani,Kansallinen Kokoomus,2
1994,Kajaani,Vihreä liitto,2
1994,Kajaani,Suomen Kristillisdemokraatit,1
1994,Nokia,Suomen Keskusta,4
1994,Nokia,Kansallinen Kokoomus,4
1994,Nokia,Vasemmistoliitto,2
1994,Nokia,Suomen Kristillisdemokraatit,3
1994,Nokia,Suomen Sosialidemokraattinen Puolue,3
1994,Nokia,Suomen Maaseudun Puolue,1
1994,Nokia,Suomen Kansan Demokraattinen Liitto,1
1994,Nokia,Vihreä liitto,1
1994,Savonlinna,Suomen Keskusta,1
1994,Kangasala,Suomen Kansan Demokraattinen Liitto,2
1994,Kangasala,Kansallinen Kokoomus,1
1994,Riihimäki,Suomen Keskusta,3
1994,Riihimäki,Vasemmistoliitto,2
1994,Imatra,Suomen Sosialidemokraattinen Puolue,4
1994,Imatra,Vihreä liitto,5
1994,Imatra,Suomen Kansan Demokraattinen Liitto,1
1994,Imatra,Suomen Keskusta,5
1994,Imatra,Vasemmistoliitto,2
1994,Imatra,Suomen Kristillisdemokraatit,2
1994,Imatra,Kansallinen Kokoomus,1
1994,Raisio,Suomen Maaseudun Puolue,1
1994,Raisio,Suomen Sosialidemokraattinen Puolue,5
1994,Raisio,Vasemmistoliitto,2
1994,Raisio,Suomen Keskusta,3
1994,Raahe,Suomen Keskusta,3
1994,Raahe,Vihreä liitto,2
1994,Raahe,Suomen Kansan Demokraattinen Liitto,1
1994,Tornio,Suomen Kristillisdemokraatit,1
1994,Tornio,Vihreä liitto,1
1994,Tornio,Suomen Keskusta,3
1994,Tornio,Suomen Sosialidemokraattinen Puolue,2
1994,Tornio,Vasemmistoliitto,1
1994,Iisalmi,Suomen Maaseudun Puolue,2
1994,Iisalmi,Suomen Kansan Demokraattinen Liitto,1
1994,Iisalmi,Suomen Sosialidemokraattinen Puolue,1
1994,Iisalmi,Vihreä liitto,1
1994,Valkeakoski,Suomen Keskusta,2
1994,Kemi,Vasemmistoliitto,6
1994,Kemi,Suomen Kansan Demokraattinen Liitto,7
1994,Kemi,Suomen Keskusta,11
1994,Kemi,Suomen Sosialidemokraattinen Puolue,7
1994,Kemi,Kansallinen Kokoomus,3
1994,Kemi,Vihreä liitto,2
1994,Kemi,Suomen Kristillisdemokraatit,1
1994,Varkaus,Suomen Keskusta,2
1994,Varkaus,Suomen Sosialidemokraattinen Puolue,6
1994,Varkaus,Vihreä liitto,1
1994,Hamina,Suomen Keskusta,1
1994,Hamina,Suomen Sosialidemokraattinen Puolue,3
1994,Hamina,Kansallinen Kokoomus,1
1994,Hamina,Suomen ruotsalainen kansanpuolue,1
1994,Naantali,Suomen Keskusta,2
1994,Naantali,Ahvenanmaan liberaalit,2
1994,Naantali,Suomen Kristillisdemokraatit,1
1994,Heinola,Kansallinen Kokoomus,1
1994,Heinola,Suomen Keskusta,5
1994,Pieksämäki,Suomen Sosialidemokraattinen Puolue,1
1994,Pieksämäki,Suomen Maaseudun Puolue,1
1994,Pieksämäki,Vasemmistoliitto,1
1994,Pieksämäki,Suomen Keskusta,3
1994,Forssa,Suomen Keskusta,1
1994,Loimaa,Suomen Kristillisdemokraatit,1
1994,Kauhava,Suomen ruotsalainen kansanpuolue,1
1994,Uusikaupunki,Suomen Kansan Demokraattinen Liitto,1
1994,Kuusamo,Suomen Keskusta,4
1994,Kuusamo,Suomen Kristillisdemokraatit,2
1994,Kuusamo,Suomen Sosialidemokraattinen Puolue,2
1994,Loviisa,Vihreä liitto,5
1994,Loviisa,Suomen Sosialidemokraattinen Puolue,1
1994,Loviisa,Kansallinen Kokoomus,1
1994,Loviisa,Suomen Keskusta,3
1994,Lapua,Suomen Sosialidemokraattinen Puolue,1
1994,Lapua,Vihreä liitto,1
1994,Kankaanpää,Suomen Sosialidemokraattinen Puolue,1
1994,Maarianhamina,Kansallinen Kokoomus,1
1994,Maarianhamina,Ahvenanmaan liberaalit,1
1994,Paimio,Vihreä liitto,1
1994,Lieksa,Suomen Keskusta,4
1994,Lieksa,Suomen Kansan Demokraattinen Liitto,1
1994,Lieksa,Suomen Sosialidemokraattinen Puolue,2
1994,Lieksa,Perussuomalaiset,1
1994,Kauniainen,Suomen Kansan Demokraattinen Liitto,2
1994,Kauniainen,Kansallinen Kokoomus,1
1994,Kauniainen,Suomen Keskusta,4
1994,Kauniainen,Suomen Sosialidemokraattinen Puolue,1
1994,Huittinen,Suomen Keskusta,2
1994,Huittinen,Kansallinen Kokoomus,1
1994,Huittinen,Suomen Sosialidemokraattinen Puolue,1
1994,Nurmes,Suomen Maaseudun Puolue,2
1994,Nurmes,Suomen Keskusta,3
1994,Nurmes,Suomen Kristillisdemokraatit,1
1994,Alajärvi,Perussuomalaiset,2
1994,Orivesi,Suomen Keskusta,3
1994,Karkkila,Suomen Keskusta,13
1994,Karkkila,Vihreä liitto,2
1994,Karkkila,Vasemmistoliitto,2
1994,Karkkila,Suomen Sosialidemokraattinen Puolue,4
1994,Karkkila,Suomen Kristillisdemokraatit,1
1994,Karkkila,Suomen Kansan Demokraattinen Liitto,1
1994,Somero,Suomen Keskusta,1
1994,Kuhmo,Suomen Keskusta,3
1994,Kuhmo,Suomen Kansan Demokraattinen Liitto,1
1994,Pudasjärvi,Suomen Keskusta,5
1994,Pudasjärvi,Suomen Sosialidemokraattinen Puolue,2
1994,Pudasjärvi,Kansallinen Kokoomus,3
1994,Pudasjärvi,Suomen Maaseudun Puolue,2
1994,Pudasjärvi,Suomen Kansan Demokraattinen Liitto,2
1994,Pudasjärvi,Vihreä liitto,1
1994,Pudasjärvi,Vasemmistoliitto,1
1994,Kemijärvi,Kansallinen Kokoomus,3
1994,Kemijärvi,Suomen Keskusta,12
1994,Kemijärvi,Vasemmistoliitto,7
1994,Kemijärvi,Suomen Sosialidemokraattinen Puolue,4
1994,Kemijärvi,Suomen Kansan Demokraattinen Liitto,3
1994,Kemijärvi,Suomen Kristillisdemokraatit,1
1994,Kemijärvi,Vihreä liitto,1
1994,Kokemäki,Perussuomalaiset,1
1994,Kokemäki,Suomen Sosialidemokraattinen Puolue,1
1994,Suonenjoki,Suomen Maaseudun Puolue,1
1994,Suonenjoki,Suomen Keskusta,1
1994,Ikaalinen,Suomen Keskusta,4
1994,Ikaalinen,Vihreä liitto,1
1994,Harjavalta,Suomen Keskusta,2
1994,Haapavesi,Vihreä liitto,1
1994,Haapavesi,Suomen Sosialidemokraattinen Puolue,1
1994,Outokumpu,Suomen Keskusta,5
1994,Outokumpu,Suomen Kansan Demokraattinen Liitto,6
1994,Outokumpu,Suomen Sosialidemokraattinen Puolue,3
1994,Outokumpu,Ahvenanmaan liberaalit,1
1994,Outokumpu,Vasemmistoliitto,2
1994,Parkano,Suomen Keskusta,1
1994,Parkano,Perussuomalaiset,1
1994,Kannus,Suomen Sosialidemokraattinen Puolue,2
1994,Kaskinen,Suomen Sosialidemokraattinen Puolue,1
1989,Helsinki,Suomen Sosialidemokraattinen Puolue,104
1989,Helsinki,Suomen Keskusta,115
1989,Helsinki,Suomen Kansan Demokraattinen Liitto,37
1989,Helsinki,Suomen Maaseudun Puolue,12
1989,Helsinki,Kansallinen Kokoomus,83
1989,Helsinki,Vasemmistoliitto,11
1989,Helsinki,Vihreä liitto,48
1989,Helsinki,Perussuomalaiset,8
1989,Helsinki,Demokraattinen Vaihtoehto,8
1989,Helsinki,Suomen ruotsalainen kansanpuolue,22
1989,Helsinki,Suomen Kristillisdemokraatit,18
1989,Espoo,Kansallinen Kokoomus,7
1989,Espoo,Vihreä liitto,5
1989,Espoo,Suomen ruotsalainen kansanpuolue,3
1989,Espoo,Suomen Keskusta,6
1989,Espoo,Suomen Sosialidemokraattinen Puolue,15
1989,Espoo,Suomen Kristillisdemokraatit,1
1989,Espoo,Suomen Kansan Demokraattinen Liitto,4
1989,Espoo,Vasemmistoliitto,1
1989,Tampere,Kansallinen Kokoomus,17
1989,Tampere,Suomen Kansan Demokraattinen Liitto,25
1989,Tampere,Suomen Keskusta,21
1989,Tampere,Vihreä liitto,8
1989,Tampere,Demokraattinen Vaihtoehto,1
1989,Tampere,Suomen Sosialidemokraattinen Puolue,18
1989,Tampere,Suomen Maaseudun Puolue,6
1989,Tampere,Vasemmistoliitto,1
1989,Tampere,Suomen ruotsalainen kansanpuolue,1
1989,Tampere,Suomen Kristillisdemokraatit,1
1989,Vantaa,Suomen Sosialidemokraattinen Puolue,11
1989,Vantaa,Suomen Kansan Demokraattinen Liitto,3
1989,Vantaa,Kansallinen Kokoomus,7
1989,Vantaa,Suomen Kristillisdemokraatit,2
1989,Vantaa,Suomen Keskusta,7
1989,Vantaa,Suomen ruotsalainen kansanpuolue,3
1989,Vantaa,Vasemmistoliitto,2
1989,Vantaa,Vihreä liitto,1
1989,Vantaa,Perussuomalaiset,1
1989,Oulu,Kansallinen Kokoomus,22
1989,Oulu,Demokraattinen Vaihtoehto,3
1989,Oulu,Suomen Keskusta,52
1989,Oulu,Suomen ruotsalainen kansanpuolue,15
1989,Oulu,Suomen Kansan Demokraattinen Liitto,4
1989,Oulu,Vihreä liitto,16
1989,Oulu,Suomen Sosialidemokraattinen Puolue,12
1989,Oulu,Perussuomalaiset,5
1989,Oulu,Vasemmistoliitto,1
1989,Oulu,Suomen Kristillisdemokraatit,1
1989,Turku,Suomen Kansan Demokraattinen Liitto,42
1989,Turku,Kansallinen Kokoomus,26
1989,Turku,Suomen ruotsalainen kansanpuolue,7
1989,Turku,Suomen Sosialidemokraattinen Puolue,20
1989,Turku,Vihreä liitto,9
1989,Turku,Suomen Keskusta,21
1989,Turku,Vasemmistoliitto,3
1989,Turku,Suomen Maaseudun Puolue,4
1989,Turku,Demokraattinen Vaihtoehto,2
1989,Turku,Suomen Kristillisdemokraatit,1
1989,Jyväskylä,Kansallinen Kokoomus,6
1989,Jyväskylä,Suomen Sosialidemokraattinen Puolue,15
1989,Jyväskylä,Suomen Keskusta,15
1989,Jyväskylä,Vihreä liitto,3
1989,Jyväskylä,Suomen Kristillisdemokraatit,1
1989,Kuopio,Vasemmistoliitto,3
1989,Kuopio,Suomen Keskusta,12
1989,Kuopio,Suomen Maaseudun Puolue,2
1989,Kuopio,Kansallinen Kokoomus,7
1989,Kuopio,Vihreä liitto,1
1989,Kuopio,Suomen Sosialidemokraattinen Puolue,11
1989,Kuopio,Suomen ruotsalainen kansanpuolue,1
1989,Lahti,Suomen Maaseudun Puolue,2
1989,Lahti,Vihreä liitto,3
1989,Lahti,Suomen Sosialidemokraattinen Puolue,5
1989,Lahti,Suomen Kansan Demokraattinen Liitto,3
1989,Lahti,Kansallinen Kokoomus,3
1989,Lahti,Suomen Kristillisdemokraatit,1
1989,Pori,Suomen Sosialidemokraattinen Puolue,21
1989,Pori,Perussuomalaiset,3
1989,Pori,Kansallinen Kokoomus,12
1989,Pori,Vihreä liitto,10
1989,Pori,Suomen Kansan Demokraattinen Liitto,5
1989,Pori,Suomen Keskusta,5
1989,Pori,Suomen ruotsalainen kansanpuolue,1
1989,Pori,Vasemmistoliitto,2
1989,Kouvola,Suomen Sosialidemokraattinen Puolue,1
1989,Joensuu,Suomen Keskusta,9
1989,Joensuu,Suomen Sosialidemokraattinen Puolue,7
1989,Joensuu,Vihreä liitto,4
1989,Joensuu,Suomen Maaseudun Puolue,1
1989,Joensuu,Kansallinen Kokoomus,5
1989,Joensuu,Suomen ruotsalainen kansanpuolue,1
1989,Lappeenranta,Suomen Sosialidemokraattinen Puolue,2
1989,Lappeenranta,Kansallinen Kokoomus,1
1989,Lappeenranta,Suomen ruotsalainen kansanpuolue,1
1989,Hämeenlinna,Suomen Sosialidemokraattinen Puolue,2
1989,Hämeenlinna,Vasemmistoliitto,1
1989,Hämeenlinna,Suomen Keskusta,8
1989,Hämeenlinna,Kansallinen Kokoomus,2
1989,Hämeenlinna,Vihreä liitto,3
1989,Hämeenlinna,Suomen Maaseudun Puolue,1
1989,Vaasa,Suomen ruotsalainen kansanpuolue,4
1989,Vaasa,Suomen Sosialidemokraattinen Puolue,3
1989,Vaasa,Kansallinen Kokoomus,3
1989,Vaasa,Suomen Keskusta,7
1989,Vaasa,Demokraattinen Vaihtoehto,3
1989,Vaasa,Suomen Kristillisdemokraatit,1
1989,Vaasa,Suomen Kansan Demokraattinen Liitto,1
1989,Vaasa,Vihreä liitto,1
1989,Seinäjoki,Suomen Kansan Demokraattinen Liitto,1
1989,Seinäjoki,Suomen Keskusta,3
1989,Seinäjoki,Suomen Sosialidemokraattinen Puolue,1
1989,Seinäjoki,Kansallinen Kokoomus,2
1989,Rovaniemi,Suomen Kansan Demokraattinen Liitto,1
1989,Rovaniemi,Suomen Sosialidemokraattinen Puolue,6
1989,Rovaniemi,Perussuomalaiset,1
1989,Rovaniemi,Suomen Keskusta,18
1989,Rovaniemi,Kansallinen Kokoomus,10
1989,Rovaniemi,Vihreä liitto,3
1989,Rovaniemi,Suomen ruotsalainen kansanpuolue,1
1989,Rovaniemi,Suomen Kristillisdemokraatit,1
1989,Rovaniemi,Suomen Maaseudun Puolue,3
1989,Mikkeli,Suomen Sosialidemokraattinen Puolue,6
1989,Mikkeli,Kansallinen Kokoomus,9
1989,Mikkeli,Suomen ruotsalainen kansanpuolue,1
1989,Mikkeli,Suomen Kansan Demokraattinen Liitto,2
1989,Mikkeli,Suomen Keskusta,5
1989,Mikkeli,Suomen Maaseudun Puolue,3
1989,Mikkeli,Perussuomalaiset,1
1989,Mikkeli,Vasemmistoliitto,1
1989,Kotka,Suomen Sosialidemokraattinen Puolue,19
1989,Kotka,Kansallinen Kokoomus,6
1989,Kotka,Demokraattinen Vaihtoehto,3
1989,Kotka,Suomen Keskusta,2
1989,Kotka,Suomen Kristillisdemokraatit,2
1989,Kotka,Suomen ruotsalainen kansanpuolue,2
1989,Porvoo,Kansallinen Kokoomus,1
1989,Porvoo,Suomen Sosialidemokraattinen Puolue,2
1989,Porvoo,Vasemmistoliitto,1
1989,Porvoo,Suomen Keskusta,1
